index,ID,Year_Birth,Education,Marital_Status,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_Revenue,Response,Marital_Status_Binary,Kids,date,monto_gastado
307,6963,76,Graduation,Single,77457.0,05-03-2014,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,11,0,0,0,March,1157
1198,5545,51,PhD,Married,78075.0,05-04-2014,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,11,0,1,0,Apr,988
1177,10669,42,Graduation,Married,54386.0,17-05-2013,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,11,0,1,1,May,470
389,9799,55,PhD,Divorced,83664.0,08-05-2013,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,11,0,0,2,May,1173
929,10673,47,PhD,Married,68397.0,17-11-2013,6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,0,11,0,1,1,November,1416
2195,2980,71,Master,Single,8820.0,22-03-2013,52,12,0,13,4,2,4,4,3,0,3,8,0,0,0,0,0,0,11,0,0,2,March,35
91,9235,66,Graduation,Single,51381.5,27-05-2014,45,7,0,8,2,0,1,1,1,0,2,7,0,0,0,0,0,0,11,0,0,2,May,18
55,6260,68,Master,Together,82384.0,19-11-2012,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,0,11,1,1,0,November,1957
1476,217,67,Master,Single,64857.0,23-11-2012,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,11,0,0,0,November,1540
2042,8416,42,Graduation,Married,29009.0,29-11-2013,19,6,6,15,10,5,2,2,2,0,3,6,0,0,0,0,0,0,11,0,1,1,November,44
2099,3422,48,Graduation,Married,76068.0,29-11-2012,67,1115,12,128,33,12,76,1,2,3,4,6,0,1,0,0,1,0,11,0,1,1,November,1376
2009,832,57,PhD,Together,65814.0,02-03-2014,90,561,14,113,10,14,35,3,8,2,10,5,0,0,0,0,0,0,11,0,1,1,March,747
718,10159,53,Graduation,Divorced,58710.0,31-03-2013,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,11,0,0,1,March,1185
1842,7419,55,Master,Divorced,27071.0,23-04-2014,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,11,0,0,1,Apr,35
459,10648,41,2n Cycle,Together,66664.0,25-09-2012,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,11,0,1,0,Sep,1289
556,448,45,PhD,Single,54880.0,01-03-2013,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,11,0,0,1,March,795
302,10812,45,PhD,Married,46377.0,01-03-2014,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,11,0,1,1,March,90
1858,9029,51,PhD,Married,70116.0,26-01-2013,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,11,0,1,0,Yan,1536
949,2882,48,2n Cycle,Divorced,67893.0,01-10-2012,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,11,0,0,1,Oct,995
744,5278,59,Graduation,Married,82224.0,25-01-2014,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,11,0,1,0,Yan,902
2016,7042,40,Graduation,Married,36790.0,01-03-2013,14,3,3,14,15,21,10,1,2,1,2,9,0,0,0,0,0,0,11,1,1,0,March,66
1952,3434,72,Graduation,Single,80872.0,12-05-2014,60,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,11,0,0,0,May,1336
799,8523,55,Graduation,Married,19329.0,14-12-2013,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,11,0,1,1,December,60
1614,6215,46,Graduation,Married,31353.0,29-12-2013,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,11,1,1,2,December,31
751,7938,65,PhD,Together,51518.0,03-10-2013,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,11,0,1,1,Oct,449
723,10936,58,Graduation,Married,72190.0,13-02-2013,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,11,0,1,0,Feb,1947
289,4697,74,Master,Divorced,35416.0,13-06-2013,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,11,0,0,0,Jun,390
855,1456,44,Graduation,Single,60474.0,01-04-2013,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,11,0,0,1,Apr,1180
2047,10701,50,Graduation,Married,65308.0,11-09-2013,60,713,0,264,120,80,34,1,7,8,12,4,0,0,1,1,0,0,11,0,1,0,Sep,1211
696,8315,28,Graduation,Single,34824.0,26-03-2014,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,11,0,0,0,March,23
1792,7960,61,2n Cycle,Together,82122.0,15-08-2013,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,11,0,1,0,Aug,1382
991,9850,51,2n Cycle,Married,24884.0,29-11-2012,32,3,6,7,0,0,3,1,0,0,3,7,0,0,0,0,0,0,11,0,1,1,November,19
875,4789,70,Graduation,Together,80812.0,17-09-2013,95,769,22,500,210,143,33,1,4,8,5,2,1,0,1,1,0,0,11,0,1,0,Sep,1677
625,3641,47,Graduation,Married,13624.0,20-01-2013,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,11,0,1,1,Yan,36
167,3712,64,Graduation,Divorced,52332.0,28-08-2013,63,212,5,33,7,0,2,1,3,2,6,4,0,1,0,0,0,0,11,0,0,0,Aug,259
449,1142,70,PhD,Married,55707.0,22-12-2013,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,11,0,1,1,December,428
1961,3009,61,PhD,Widow,71670.0,09-07-2013,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,1,0,1,0,11,1,0,0,July,1766
1700,8852,47,Graduation,Married,61064.0,31-08-2012,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,11,0,1,1,Aug,1080
1182,1829,62,PhD,Divorced,54959.0,19-01-2013,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,11,1,0,1,Yan,1232
562,9780,52,Master,Together,71499.0,25-06-2013,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,11,0,1,1,Jun,795
725,7212,57,Graduation,Married,44794.0,08-06-2014,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,11,0,1,1,Jun,65
1955,6428,73,PhD,Widow,76842.0,03-05-2014,37,605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,11,0,0,0,May,1130
2182,3266,59,Graduation,Married,42523.0,23-04-2014,96,14,36,11,3,26,35,1,1,1,4,2,0,0,0,0,0,0,11,0,1,0,Apr,125
640,3856,63,Graduation,Together,63381.0,05-10-2012,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,11,0,1,1,Oct,1005
1764,4328,37,2n Cycle,Married,21955.0,07-09-2013,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,11,0,1,1,Sep,55
1075,6421,62,Graduation,Together,88347.0,03-07-2013,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,11,0,1,0,July,2116
1717,7629,46,Graduation,Married,22108.0,08-05-2014,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,11,0,1,2,May,31
53,2225,46,Graduation,Divorced,82582.0,07-06-2014,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,0,11,1,0,0,Jun,1617
2031,3799,68,Graduation,Married,67225.0,26-11-2013,4,315,35,322,46,7,143,3,7,2,11,5,0,0,0,0,0,0,11,0,1,1,November,868
98,4646,72,2n Cycle,Married,78497.0,01-12-2013,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,11,0,1,0,December,978
1926,10872,54,PhD,Married,55212.0,23-11-2012,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,11,0,1,1,November,1182
1862,1630,44,Graduation,Single,61825.0,07-08-2013,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,11,0,0,1,Aug,424
743,7761,45,2n Cycle,Together,38702.0,01-08-2013,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,11,0,1,1,Aug,109
1860,1459,57,PhD,Married,69063.0,07-11-2012,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,11,0,1,1,November,928
2139,2715,57,Master,Divorced,29435.0,06-08-2012,11,70,3,37,4,2,64,4,3,2,2,9,0,0,0,0,0,0,11,1,0,2,Aug,180
1453,5975,56,PhD,Single,40304.0,30-09-2013,82,37,0,17,0,0,3,1,2,0,3,7,0,0,0,0,0,0,11,0,0,1,Sep,57
1284,5043,72,Basic,Married,26997.0,05-11-2012,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,11,0,1,0,November,434
1880,3074,39,PhD,Married,70643.0,15-10-2012,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,11,1,1,0,Oct,1828
571,3526,55,PhD,Married,38443.0,27-01-2014,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,11,0,1,2,Yan,38
1122,675,50,Master,Divorced,52034.0,17-05-2013,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,11,0,0,2,May,332
1014,5313,52,Master,Married,38196.0,18-04-2014,20,30,0,11,0,0,3,3,2,0,4,5,0,0,0,0,0,0,11,0,1,2,Apr,44
972,10995,35,2n Cycle,Married,15716.0,12-11-2012,8,16,5,30,8,7,26,3,3,0,4,8,0,0,0,0,0,1,11,0,1,1,November,92
1489,5763,51,Master,Together,49854.0,10-11-2013,63,123,17,171,39,0,30,5,6,2,5,6,0,0,0,0,0,0,11,0,1,1,November,380
1136,10542,55,PhD,Married,36778.0,05-08-2012,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,11,0,1,2,Aug,77
1097,10245,37,2n Cycle,Single,80910.0,31-10-2012,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,11,0,0,0,Oct,756
1913,5831,56,Graduation,Married,77870.0,22-08-2012,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,11,1,1,1,Aug,1815
177,10854,53,PhD,Married,38853.0,23-05-2014,90,29,0,14,0,0,2,2,2,0,3,7,0,0,0,0,0,0,11,0,1,2,May,45
1012,1710,45,Graduation,Single,30168.0,07-03-2013,51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,0,11,0,0,1,March,279
1462,2945,68,PhD,Together,46015.0,13-04-2014,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,11,0,1,2,Apr,46
1679,8230,43,Graduation,Married,33228.0,23-01-2014,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,11,0,1,1,Yan,71
1411,9121,51,Graduation,Married,80134.0,20-05-2013,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,11,1,1,1,May,1690
1821,5684,52,Master,Divorced,44635.0,11-10-2013,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,11,0,0,2,Oct,68
1282,679,66,PhD,Married,37633.0,20-09-2012,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,11,0,1,2,Sep,38
632,5156,53,2n Cycle,Married,62466.0,15-01-2014,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,11,0,1,1,Yan,889
137,9579,64,PhD,Married,33762.0,07-07-2013,61,53,1,34,2,0,16,3,2,2,2,8,0,0,0,0,0,0,11,0,1,3,July,106
1091,1833,49,PhD,Single,39190.0,26-04-2014,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,11,0,0,1,Apr,133
1414,2678,33,Graduation,Single,34412.0,13-02-2013,62,52,12,50,4,36,55,3,5,0,3,9,0,0,0,0,0,0,11,0,0,1,Feb,209
1649,7485,73,PhD,Widow,56551.0,07-05-2014,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,11,0,0,2,May,138
748,2281,53,Graduation,Single,33697.0,15-09-2013,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,11,0,0,1,Sep,28
883,8017,42,2n Cycle,Married,51111.0,19-06-2014,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,11,0,1,2,Jun,55
2120,8832,47,Master,Together,37509.0,12-09-2012,24,37,5,56,12,8,5,2,3,0,4,7,0,0,0,0,0,0,11,0,1,1,Sep,123
1365,2674,65,Master,Single,75154.0,04-09-2012,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,11,1,0,1,Sep,1143
792,3479,73,Graduation,Single,16813.0,19-07-2013,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,11,0,0,0,July,50
816,2986,47,Graduation,Married,30772.0,12-03-2014,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,11,0,1,2,March,20
510,9925,42,PhD,Together,39665.0,25-05-2013,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,11,0,1,1,May,216
796,6722,69,PhD,Married,70421.0,28-06-2014,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,11,0,1,1,Jun,767
1022,6059,70,PhD,Together,64504.0,04-03-2013,81,986,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,0,11,1,1,3,March,1314
1959,7530,73,PhD,Widow,56551.0,07-05-2014,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,11,0,0,2,May,138
203,2798,46,PhD,Together,102160.0,02-11-2012,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,11,1,1,0,November,1240
836,6141,51,Master,Single,49494.0,25-04-2013,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,11,0,0,1,Apr,385
133,1295,60,Graduation,Married,51381.5,11-08-2013,96,231,65,196,38,71,124,1,6,5,7,4,0,0,0,0,0,0,11,0,1,1,Aug,725
1612,9242,33,Graduation,Single,64509.0,17-08-2013,19,836,185,575,24,25,77,1,6,3,9,4,1,0,0,0,0,0,11,1,0,0,Aug,1722
495,3136,61,Master,Divorced,59432.0,13-04-2013,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,11,0,0,1,Apr,663
1921,3283,51,2n Cycle,Married,70932.0,19-01-2014,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,11,0,1,1,Yan,909
2125,2088,51,Graduation,Together,84906.0,04-10-2013,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,11,0,1,0,Oct,1631
1277,10637,59,Graduation,Married,40800.0,01-01-2013,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,11,0,1,3,Yan,99
1703,1958,50,PhD,Together,55012.0,21-03-2014,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,11,0,1,1,March,660
1695,550,71,Graduation,Divorced,62335.0,23-05-2013,87,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,11,0,0,1,May,708
1637,10711,78,Graduation,Married,69755.0,02-10-2013,23,217,77,373,111,23,93,1,3,6,12,1,0,0,0,0,0,0,11,0,1,0,Oct,894
2134,4369,66,Master,Absurd,65487.0,10-01-2014,48,240,67,500,199,0,163,3,3,5,6,2,0,0,0,0,0,0,11,0,0,0,Yan,1169
678,8779,38,2n Cycle,Married,36145.0,16-06-2013,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,11,1,1,1,Jun,172
901,8945,53,Graduation,Divorced,54137.0,16-08-2013,46,171,0,11,0,1,20,2,4,1,4,6,0,0,0,0,0,0,11,0,0,1,Aug,203
1334,2535,45,Master,Married,88097.0,18-08-2012,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,11,1,1,1,Aug,844
542,5036,39,PhD,Single,42710.0,28-11-2012,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,11,0,0,1,November,406
574,7369,42,Master,Married,36959.0,02-10-2013,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,11,0,1,1,Oct,62
368,5955,61,Graduation,Together,72025.0,17-11-2012,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,11,0,1,0,November,1932
50,8614,66,Graduation,Widow,65486.0,12-05-2014,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,11,0,0,1,May,507
1713,7396,57,Graduation,Married,80398.0,10-11-2012,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,11,0,1,0,November,1597
1744,9710,54,PhD,Divorced,58086.0,20-01-2013,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,11,0,0,1,Yan,792
25,7892,54,Graduation,Single,18589.0,02-01-2013,89,6,4,25,15,12,13,2,2,1,3,7,0,0,0,0,0,0,11,0,0,0,Yan,75
2001,10757,56,PhD,Divorced,28420.0,24-12-2013,36,4,2,5,2,0,0,1,1,0,2,6,0,0,0,0,0,0,11,0,0,1,December,13
1276,2296,48,Master,Married,37368.0,16-12-2013,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,11,0,1,1,December,30
1060,4491,74,Master,Married,62845.0,01-10-2012,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,11,0,1,2,Oct,1178
848,2895,60,Graduation,Single,49980.0,23-10-2013,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,11,0,0,1,Oct,195
206,5176,35,Graduation,Together,29604.0,08-12-2013,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,11,0,1,1,December,53
1907,10680,37,Graduation,Together,33235.0,05-02-2014,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,11,0,1,1,Feb,70
1092,4944,64,Graduation,Together,71367.0,23-08-2013,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,11,0,1,0,Aug,777
164,8475,50,PhD,Married,157243.0,01-03-2014,98,20,2,1582,1,2,1,15,0,22,0,0,0,0,0,0,0,0,11,0,1,1,March,1608
1861,10241,48,2n Cycle,Divorced,11448.0,15-12-2013,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,11,0,0,0,December,14
2118,6262,61,Master,Single,72217.0,10-04-2013,93,816,42,450,55,56,154,1,3,10,8,2,0,0,0,0,0,0,11,0,0,0,Apr,1573
1711,7832,64,Master,Married,77520.0,28-08-2013,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,11,1,1,1,Aug,1526
2157,1515,48,Master,Together,34176.0,22-01-2014,9,11,2,7,4,2,2,1,1,0,3,3,0,0,0,0,0,0,11,0,1,1,Yan,28
173,1880,64,PhD,Together,53537.0,30-01-2014,17,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,11,0,1,2,Yan,93
1212,2324,51,Graduation,Together,77044.0,27-10-2013,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,11,0,1,1,Oct,1065
2112,11091,70,Graduation,Together,34587.0,16-05-2014,68,7,2,9,2,0,2,2,1,0,3,4,0,0,0,0,0,0,11,0,1,2,May,22
494,6605,79,PhD,Divorced,55614.0,27-11-2013,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,11,0,0,0,November,682
568,10381,44,Graduation,Single,47691.0,05-07-2013,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,11,0,0,1,July,21
45,1371,47,Graduation,Single,79941.0,28-06-2014,72,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,11,0,0,0,Jun,984
324,2607,70,Graduation,Single,40464.0,11-01-2013,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,11,0,0,1,Yan,630
2174,2829,68,Graduation,Married,65210.0,10-03-2014,25,626,0,70,0,7,28,2,9,3,8,6,0,1,0,1,0,0,11,0,1,1,March,731
396,7414,52,Graduation,Married,43824.0,15-09-2012,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,11,0,1,2,Sep,186
218,1377,69,Master,Widow,44551.0,31-08-2013,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,11,0,0,1,Aug,285
317,9478,38,Graduation,Single,66503.0,14-08-2012,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,11,0,0,1,Aug,401
380,2098,54,PhD,Married,33581.0,08-01-2013,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,11,0,1,2,Yan,17
1625,7408,71,PhD,Married,54549.0,03-03-2014,8,216,2,6,0,0,9,2,5,1,4,7,0,0,0,0,0,0,11,0,1,1,March,233
291,7254,54,Graduation,Together,38361.0,27-12-2013,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,11,0,1,1,December,137
2177,492,50,PhD,YOLO,48432.0,18-10-2012,3,322,3,50,4,3,42,5,7,1,6,8,0,0,0,0,0,0,11,0,0,1,Oct,424
1465,10524,60,Master,Divorced,49476.0,20-06-2013,29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,11,0,0,1,Jun,795
1736,7500,56,Graduation,Single,79146.0,24-04-2014,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,11,0,0,2,Apr,564
2203,2736,45,Graduation,Married,73807.0,02-01-2013,88,366,124,156,71,78,54,2,5,5,11,2,0,0,0,0,0,0,11,0,1,1,Yan,849
988,9305,47,2n Cycle,Single,79689.0,12-05-2013,65,311,26,640,180,37,121,1,4,9,13,2,0,0,0,0,0,0,11,0,0,0,May,1315
1716,10091,67,Graduation,Single,60230.0,20-05-2013,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,11,0,0,1,May,1067
965,7801,64,Graduation,Together,54753.0,12-09-2013,87,197,107,227,7,59,131,3,5,2,11,4,0,0,0,0,0,0,11,0,1,1,Sep,728
2013,1951,42,Basic,Married,34445.0,27-01-2013,92,228,122,122,208,129,30,6,11,2,8,9,0,0,0,0,0,0,11,0,1,0,Yan,839
1569,1081,66,PhD,Married,75283.0,27-03-2013,26,733,9,180,12,19,66,11,6,3,5,4,0,0,0,0,0,0,11,0,1,3,March,1019
5,7446,56,Master,Together,62513.0,09-09-2013,16,520,42,98,0,42,14,2,6,4,10,6,0,0,0,0,0,0,11,0,1,1,Sep,716
1378,8773,52,Master,Together,57420.0,25-06-2013,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,11,0,1,1,Jun,322
854,5794,49,PhD,Married,46374.0,17-03-2014,1,408,0,21,0,0,17,3,7,1,7,8,0,1,0,1,0,0,11,1,1,1,March,446
1544,5589,59,Graduation,Divorced,51983.0,31-08-2012,95,631,0,115,10,7,30,3,9,2,10,7,0,0,0,0,0,0,11,0,0,1,Aug,793
697,2868,74,PhD,Single,26518.0,08-04-2013,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,11,1,0,2,Apr,57
1119,2320,45,2n Cycle,Married,47025.0,12-09-2013,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,11,0,1,1,Sep,635
330,2861,40,Graduation,Single,24072.0,16-04-2013,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,11,0,0,1,Apr,23
331,663,34,PhD,Single,33996.0,11-09-2013,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,11,0,0,0,Sep,71
1359,7275,52,Master,Single,33316.0,04-10-2013,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,11,0,0,2,Oct,131
1639,2814,47,Master,Together,30560.0,27-06-2013,6,9,1,5,4,5,7,1,1,0,3,7,0,0,0,0,0,0,11,0,1,1,Jun,31
1047,4002,63,PhD,Married,77037.0,13-10-2013,3,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,11,0,1,1,Oct,1123
2204,1876,33,Graduation,Married,18929.0,16-02-2013,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,11,0,1,0,Feb,85
48,7244,72,Graduation,Single,51381.5,01-01-2014,96,48,5,48,6,10,7,3,2,1,4,6,0,0,0,0,0,0,11,0,0,3,Yan,124
1015,10634,72,Master,Married,59412.0,19-04-2014,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,11,0,1,0,Apr,406
671,10379,61,Master,Single,59247.0,08-11-2013,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,11,0,0,2,November,574
241,9940,65,Graduation,Together,64961.0,23-12-2012,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,11,0,1,1,December,1009
1501,5751,50,2n Cycle,Divorced,31163.0,13-02-2014,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,11,0,0,1,Feb,38
311,2826,56,Graduation,Married,22574.0,28-10-2013,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,11,0,1,3,Oct,37
171,6460,41,Graduation,Married,28718.0,13-07-2013,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,11,0,1,1,July,57
399,8213,43,2n Cycle,Together,14515.0,09-11-2012,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,11,1,1,1,November,96
690,7230,63,PhD,Divorced,50611.0,04-10-2012,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,11,1,0,1,Oct,493
1548,591,66,Graduation,Widow,66033.0,20-01-2013,76,293,35,179,46,59,65,2,8,3,7,7,0,0,0,0,0,0,11,0,0,1,Yan,677
2111,1008,42,PhD,Together,44953.0,21-12-2012,31,728,17,133,11,8,124,1,7,3,13,6,1,0,0,0,0,0,11,0,1,0,December,1021
2048,3507,53,Graduation,Single,76467.0,17-08-2012,44,676,161,426,210,44,58,2,2,5,5,6,0,0,0,0,0,0,11,1,0,1,Aug,1575
406,3645,51,PhD,Single,27213.0,30-08-2012,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,11,1,0,1,Aug,70
26,2404,47,Graduation,Married,53359.0,27-05-2013,4,173,4,30,3,6,41,4,5,1,4,7,0,0,0,0,0,0,11,0,1,2,May,257
1973,9507,48,Graduation,Married,40794.0,07-04-2013,18,261,23,73,4,23,50,2,6,3,5,7,0,0,0,0,0,0,11,0,1,1,Apr,434
378,1729,62,PhD,Together,66426.0,02-10-2013,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,11,0,1,1,Oct,1377
426,1340,37,Graduation,Married,92910.0,24-04-2014,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,11,0,1,0,Apr,1795
1109,246,58,Graduation,Married,66480.0,31-05-2014,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,11,0,1,2,May,312
448,2541,47,Graduation,Married,24027.0,09-06-2013,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,11,0,1,1,Jun,48
1870,3286,56,PhD,Divorced,26642.0,01-03-2014,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,11,0,0,1,March,42
428,5987,34,2n Cycle,Together,10404.0,04-05-2014,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,11,0,1,1,May,43
1039,5863,70,Graduation,Married,47703.0,29-05-2013,95,359,0,134,13,26,123,4,6,3,8,5,0,0,0,0,0,0,11,0,1,1,May,655
