ID,Year_Birth,Education,Marital_Status,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_Revenue,Response,Marital_Status_Binary,Kids,date,monto_gastado
5731,40,Master,Married,27100.0,05-04-2013,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,11,0,1,1,Apr,37
7290,38,Graduation,Single,70596.0,05-10-2012,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,11,0,0,0,Oct,968
3846,49,Graduation,Married,42557.0,29-08-2012,98,192,5,53,0,5,15,4,6,1,4,8,0,0,0,0,0,0,11,0,1,1,Aug,270
8104,72,PhD,Married,53312.0,09-08-2013,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,11,0,1,0,Aug,278
4507,71,Graduation,Single,72228.0,27-11-2012,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,11,0,0,0,November,1250
11013,36,Graduation,Together,67605.0,31-03-2013,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,11,0,1,0,March,938
4491,74,Master,Married,62845.0,01-10-2012,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,11,0,1,2,Oct,1178
3759,65,Graduation,Together,65196.0,25-07-2013,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,11,0,1,2,July,1155
1162,36,PhD,Single,42000.0,10-01-2013,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,11,1,0,0,Yan,653
2055,50,PhD,Divorced,35860.0,19-05-2014,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,11,0,0,2,May,49
10766,59,PhD,Married,65526.0,11-04-2014,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,11,0,1,1,Apr,506
4415,62,Graduation,Married,16860.0,12-09-2012,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,11,0,1,2,Sep,38
3005,31,Graduation,Single,83528.0,01-05-2014,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,11,1,0,0,May,1650
2223,58,2n Cycle,Divorced,64176.0,03-08-2012,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,11,0,0,1,Aug,1826
4817,67,Graduation,Divorced,22304.0,04-08-2012,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,11,0,0,0,Aug,18
2875,45,Graduation,Married,67023.0,04-03-2014,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,11,0,1,0,March,906
10536,52,PhD,Together,32892.0,25-05-2014,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,11,0,1,1,May,46
11112,57,Graduation,Together,70713.0,03-12-2012,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,11,0,1,1,December,1477
3807,68,Graduation,Together,59925.0,30-11-2012,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,11,0,1,1,November,766
9197,70,Graduation,Married,39722.0,24-02-2014,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,11,0,1,1,Feb,47
10832,65,Graduation,Together,46610.0,18-07-2013,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,11,0,1,0,July,467
6421,62,Graduation,Together,88347.0,03-07-2013,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,11,0,1,0,July,2116
4207,42,PhD,Married,87171.0,01-05-2013,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,11,0,1,0,May,1298
577,47,2n Cycle,Together,26907.0,20-08-2013,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,11,0,1,2,Aug,22
10855,55,Master,Single,50014.0,22-01-2014,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,11,0,0,1,Yan,396
3081,45,PhD,Married,41014.0,22-04-2013,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,11,0,1,1,Apr,20
3535,58,Graduation,Single,66294.0,17-03-2014,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,11,0,0,0,March,967
247,52,Graduation,Married,36715.0,17-11-2012,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,11,1,1,1,November,357
8707,67,Graduation,Married,79456.0,22-08-2012,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,11,1,1,0,Aug,1401
9523,41,Graduation,Together,40479.0,17-08-2013,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,11,0,1,1,Aug,15
6072,53,Master,Single,75345.0,02-02-2013,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,11,1,0,0,Feb,2087
6295,46,Graduation,Married,54233.0,04-02-2013,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,11,0,1,1,Feb,981
10914,53,Graduation,Single,24163.0,12-10-2013,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,11,0,0,2,Oct,17
1509,65,PhD,Together,84460.0,04-01-2013,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,11,1,1,0,Yan,523
5577,40,Graduation,Together,43776.0,03-05-2014,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,11,0,1,1,May,23
7348,65,PhD,Single,71691.0,17-03-2014,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,11,1,0,0,March,1192
1127,50,PhD,Married,85844.0,29-05-2014,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,11,0,1,0,May,1958
1833,49,PhD,Single,39190.0,26-04-2014,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,11,0,0,1,Apr,133
4944,64,Graduation,Together,71367.0,23-08-2013,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,11,0,1,0,Aug,777
9080,51,PhD,Single,38578.0,22-06-2013,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,11,0,0,2,Jun,73
6466,58,PhD,Married,57236.0,12-03-2014,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,11,0,1,2,March,121
9964,44,Graduation,Single,61825.0,07-08-2013,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,11,0,0,1,Aug,424
4790,65,Graduation,Divorced,79803.0,02-06-2014,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,11,0,0,1,Jun,868
10245,37,2n Cycle,Single,80910.0,31-10-2012,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,11,0,0,0,Oct,756
1109,41,Master,Together,27590.0,23-04-2013,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,11,0,1,1,Apr,12
6001,44,Graduation,Married,56775.0,02-01-2013,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,11,0,1,1,Yan,937
5538,48,Graduation,Divorced,83829.0,08-10-2013,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,11,1,0,0,Oct,1862
10552,44,2n Cycle,Married,54210.0,20-05-2013,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,11,0,1,1,May,367
1545,37,Graduation,Married,38508.0,02-08-2013,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,11,0,1,1,Aug,443
7409,53,Graduation,Together,53187.0,26-10-2013,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,11,0,1,1,Oct,267
4444,51,Graduation,Married,30023.0,24-03-2014,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,11,0,1,1,March,61
146,63,PhD,Single,76045.0,15-11-2013,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,11,0,0,0,November,1323
6271,71,PhD,Married,50870.0,19-06-2014,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,11,0,1,1,Jun,63
10065,53,2n Cycle,Married,15315.0,03-08-2013,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,11,0,1,0,Aug,64
4741,49,2n Cycle,Married,65463.0,30-01-2014,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,11,0,1,1,Yan,562
246,58,Graduation,Married,66480.0,31-05-2014,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,11,0,1,2,May,312
375,69,Graduation,Divorced,76773.0,25-02-2013,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,11,0,0,0,Feb,1156
1524,40,2n Cycle,Single,81698.0,01-03-2013,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,11,1,0,0,March,1104
10022,50,PhD,Single,54466.0,09-02-2014,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,11,0,0,2,Feb,16
7451,63,Master,Single,98777.0,17-02-2014,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,11,0,0,0,Feb,2008
11010,39,PhD,Single,16269.0,30-08-2013,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,11,0,0,1,Aug,44
4356,52,Graduation,Together,71819.0,28-08-2013,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,11,0,1,1,Aug,1574
3885,40,PhD,Married,33569.0,16-10-2013,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,11,1,1,1,Oct,63
1175,40,Master,Married,36262.0,20-09-2013,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,11,1,1,0,Sep,426
880,57,Basic,Together,22634.0,16-01-2013,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,11,0,1,0,Yan,96
2320,45,2n Cycle,Married,47025.0,12-09-2013,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,11,0,1,1,Sep,635
850,55,Graduation,Single,70566.0,06-10-2013,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,11,0,0,1,Oct,757
4713,44,PhD,Married,31605.0,22-11-2012,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,11,0,1,1,November,125
675,50,Master,Divorced,52034.0,17-05-2013,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,11,0,0,2,May,332
5025,44,Graduation,Single,48526.0,24-12-2013,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,11,0,0,1,December,135
2308,69,Graduation,Married,46734.0,18-11-2012,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,11,0,1,1,November,330
5995,61,Graduation,Divorced,39552.0,18-12-2012,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,11,1,0,2,December,384
6749,57,Graduation,Single,86358.0,08-08-2012,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,11,0,0,2,Aug,1722
1010,46,Graduation,Together,46931.0,24-04-2014,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,11,0,1,3,Apr,78
8977,38,Basic,Single,16581.0,12-01-2013,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,11,0,0,0,Yan,24
4756,71,2n Cycle,Divorced,63998.0,20-12-2013,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,11,1,0,0,December,1168
3412,72,Master,Married,67381.0,15-01-2013,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,11,0,1,1,Yan,957
606,56,Graduation,Single,25930.0,10-10-2013,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,11,0,0,2,Oct,15
5961,45,Graduation,Married,42693.0,07-06-2014,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,11,0,1,1,Jun,57
2975,47,Graduation,Together,85606.0,12-11-2012,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,11,0,1,1,November,1956
2894,38,Graduation,Single,72903.0,29-10-2013,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,11,1,0,0,Oct,2013
7613,49,2n Cycle,Together,49669.0,24-05-2014,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,11,0,1,1,May,326
10542,55,PhD,Married,36778.0,05-08-2012,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,11,0,1,2,Aug,77
8015,61,PhD,Divorced,85696.0,03-05-2013,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,11,1,0,0,May,1313
10617,34,Master,Divorced,10979.0,22-05-2014,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,11,0,0,0,May,30
11166,62,Graduation,Married,49678.0,02-02-2013,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,11,0,1,1,Feb,315
849,70,Master,Together,56129.0,20-06-2013,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,11,0,1,1,Jun,660
523,34,Graduation,Married,37155.0,31-01-2013,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,11,0,1,1,Yan,74
4066,45,2n Cycle,Divorced,21282.0,11-05-2014,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,11,0,0,1,May,46
8414,61,PhD,Single,33419.0,17-08-2013,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,11,0,0,1,Aug,86
819,78,Graduation,Widow,63285.0,05-11-2013,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,11,0,0,0,November,1103
4961,49,Master,Together,21255.0,21-01-2014,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,11,0,1,1,Yan,61
749,42,Graduation,Together,42162.0,19-11-2013,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,11,1,1,1,November,145
5430,67,Graduation,Together,54450.0,14-09-2012,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,11,0,1,2,Sep,684
7755,69,PhD,Married,57744.0,12-11-2013,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,11,0,1,1,November,411
10525,37,Graduation,Single,26576.0,13-10-2012,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,11,1,0,1,Oct,27
1453,80,PhD,Widow,57513.0,06-07-2013,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,11,0,0,0,July,1060
8310,59,Graduation,Together,68142.0,29-08-2012,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,11,0,1,1,Aug,1459
10710,44,Graduation,Married,7500.0,29-08-2012,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,11,0,1,1,Aug,18
5031,49,Graduation,Together,83145.0,22-09-2012,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,11,1,1,0,Sep,1833
2613,63,Master,Married,54197.0,03-04-2014,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,11,0,1,1,Apr,237
213,60,PhD,Single,23091.0,28-05-2014,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,11,0,0,2,May,48
967,47,Graduation,Married,46049.0,21-07-2013,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,11,1,1,2,July,515
1077,49,Graduation,Together,56715.0,05-12-2012,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,11,0,1,0,December,1020
7959,62,Graduation,Married,79410.0,29-05-2014,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,11,0,1,0,May,1370
640,72,Graduation,Married,57304.0,11-03-2013,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,11,0,1,1,March,1026
4252,58,Graduation,Married,44375.0,23-03-2014,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,11,0,1,1,March,301
8432,67,Graduation,Together,54450.0,14-09-2012,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,11,0,1,2,Sep,684
6218,58,Graduation,Married,59594.0,20-10-2012,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,11,0,1,1,Oct,499
6905,29,Graduation,Together,80685.0,22-08-2012,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,11,0,1,0,Aug,1004
5922,49,PhD,Married,40344.0,13-10-2013,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,11,0,1,1,Oct,218
3598,51,Graduation,Married,62710.0,23-05-2013,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,11,0,1,1,May,606
6116,55,2n Cycle,Married,48985.0,05-07-2013,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,11,0,1,1,July,75
6263,55,Graduation,Together,35322.0,22-08-2012,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,11,0,1,3,Aug,106
10486,75,Graduation,Married,77142.0,29-05-2013,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,11,0,1,0,May,990
2410,54,Graduation,Single,81657.0,22-01-2014,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,11,0,0,0,Yan,1097
193,27,Basic,Married,14421.0,17-02-2014,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,11,0,1,0,Feb,16
3363,49,2n Cycle,Married,20130.0,17-03-2014,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,11,0,1,0,March,34
8278,33,PhD,Married,74214.0,26-08-2012,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,11,0,1,0,Aug,1711
10660,66,Master,Married,66726.0,12-01-2014,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,11,0,1,2,Yan,438
8686,44,Basic,Together,23724.0,08-01-2013,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,11,0,1,1,Yan,75
1604,63,Master,Married,47353.0,13-11-2013,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,11,0,1,1,November,225
5907,71,Master,Married,33444.0,03-11-2012,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,11,0,1,2,November,18
10669,42,Graduation,Married,54386.0,17-05-2013,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,11,0,1,1,May,470
2918,42,Graduation,Divorced,28510.0,13-04-2013,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,11,0,0,2,Apr,91
5735,32,Master,Single,90638.0,13-02-2014,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,11,0,0,0,Feb,2525
359,73,Graduation,Together,48070.0,13-01-2013,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,11,0,1,1,Yan,504
8387,66,Graduation,Married,43140.0,05-01-2013,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,11,0,1,1,Yan,235
1829,62,PhD,Divorced,54959.0,19-01-2013,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,11,1,0,1,Yan,1232
3839,65,Basic,Single,15056.0,03-05-2013,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,11,0,0,2,May,88
9392,52,Graduation,Single,26954.0,08-05-2014,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,11,0,0,1,May,17
2292,38,Graduation,Single,22327.0,02-08-2013,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,11,0,0,1,Aug,24
10466,58,Graduation,Married,44393.0,22-08-2013,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,11,0,1,2,Aug,60
9855,71,PhD,Single,62000.0,25-08-2013,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,11,0,0,1,Aug,1020
4088,61,PhD,Together,31497.0,06-12-2012,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,11,0,1,1,December,155
5231,49,2n Cycle,Married,45894.0,27-02-2014,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,11,0,1,2,Feb,51
590,53,Master,Divorced,78579.0,22-12-2012,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,11,1,0,0,December,1812
8732,54,Master,Widow,67369.0,17-11-2012,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,11,1,0,1,November,1461
2315,63,Graduation,Divorced,58401.0,20-04-2014,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,11,0,0,1,Apr,96
3515,71,Graduation,Single,62307.0,17-02-2014,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,11,0,0,1,Feb,160
2245,54,Master,Married,43641.0,22-04-2013,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,11,0,1,2,Apr,139
6283,55,Master,Divorced,63841.0,21-04-2013,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,11,0,0,1,Apr,908
2246,58,2n Cycle,Married,46891.0,01-09-2013,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,11,0,1,1,Sep,183
6606,54,Master,Married,70091.0,31-03-2013,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,11,0,1,1,March,1161
5545,51,PhD,Married,78075.0,05-04-2014,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,11,0,1,0,Apr,988
7342,62,2n Cycle,Widow,59184.0,09-09-2012,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,11,0,0,1,Sep,1072
837,46,Graduation,Married,54809.0,11-09-2013,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,11,0,1,2,Sep,174
9500,64,Graduation,Married,58113.0,25-01-2013,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,11,0,1,1,Yan,758
3602,65,Master,Married,51412.0,31-12-2013,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,11,0,1,1,December,195
234,44,Graduation,Divorced,15287.0,10-10-2012,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,11,1,0,1,Oct,31
2995,66,Master,Together,66636.0,17-08-2013,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,11,0,1,0,Aug,1084
1118,67,Master,Married,50965.0,20-02-2013,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,11,0,1,1,Feb,685
7789,58,PhD,Married,84618.0,22-11-2013,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,11,0,1,0,November,1672
3068,33,Graduation,Married,18351.0,29-10-2013,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,11,0,1,0,Oct,43
8955,66,PhD,Together,40451.0,16-02-2014,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,11,0,1,2,Feb,49
945,58,Graduation,Together,36317.0,22-05-2013,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,11,0,1,1,May,133
5644,66,Graduation,Together,42213.0,12-10-2013,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,11,0,1,1,Oct,363
7192,68,Graduation,Together,65748.0,15-04-2013,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,11,0,1,1,Apr,545
2324,51,Graduation,Together,77044.0,27-10-2013,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,11,0,1,1,Oct,1065
697,54,Graduation,Together,74918.0,12-03-2013,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,11,0,1,0,March,2047
3439,51,Graduation,Married,56721.0,31-10-2012,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,11,0,1,2,Oct,296
1506,48,Graduation,Single,42160.0,28-06-2013,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,11,1,0,2,Jun,140
232,58,Graduation,Single,61559.0,17-07-2013,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,11,0,0,1,July,530
8876,60,PhD,Together,33629.0,08-08-2012,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,11,0,1,2,Aug,152
4500,32,PhD,Together,68682.0,06-10-2013,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,11,0,1,0,Oct,1598
9739,60,Graduation,Single,34377.0,19-01-2013,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,11,0,0,1,Yan,114
10395,37,Basic,Single,8940.0,22-08-2012,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,11,0,0,1,Aug,101
1176,50,Graduation,Married,26228.0,22-09-2013,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,11,0,1,1,Sep,25
1627,66,2n Cycle,Divorced,77297.0,26-01-2013,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,11,0,0,0,Yan,789
938,42,Graduation,Married,40211.0,30-07-2013,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,11,0,1,2,July,87
2740,65,PhD,Widow,33438.0,22-09-2013,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,11,0,0,2,Sep,90
257,64,PhD,Married,75032.0,28-04-2013,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,11,0,1,1,Apr,1215
4058,68,PhD,Single,61284.0,12-10-2013,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,11,0,0,0,Oct,811
7736,37,Graduation,Married,22518.0,22-10-2012,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,11,1,1,1,Oct,61
8210,48,Master,Married,54730.0,15-08-2013,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,11,0,1,1,Aug,405
833,68,Master,Married,38452.0,30-03-2014,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,11,0,1,2,March,72
6230,52,Graduation,Divorced,44421.0,15-02-2013,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,11,0,0,2,Feb,189
7325,37,PhD,Together,38197.0,29-06-2013,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,11,0,1,1,Jun,40
1307,45,Graduation,Divorced,41986.0,09-02-2014,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,11,0,0,1,Feb,63
1502,40,Graduation,Together,28427.0,21-03-2013,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,11,0,1,1,March,52
6211,47,PhD,Together,37395.0,02-05-2014,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,11,0,1,1,May,39
843,52,Graduation,Married,64722.0,26-05-2014,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,11,0,1,1,May,805
4174,67,Master,Together,55249.0,17-04-2014,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,11,0,1,1,Apr,130
9757,51,Graduation,Together,84906.0,04-10-2013,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,11,0,1,0,Oct,1631
6918,34,Graduation,Married,28691.0,04-07-2013,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,11,0,1,1,July,34
